iter	Logloss
124	0.3710262839
125	0.3703423892
126	0.3695147714
127	0.3688167758
128	0.3682790529
129	0.3677700627
130	0.3673940578
131	0.3668730908
132	0.3665184143
133	0.3660802532
134	0.3656195838
135	0.3647379223
136	0.3641410522
137	0.3637081126
138	0.3632635501
139	0.3627223166
140	0.3622840376
141	0.3619293611
142	0.361321163
143	0.3605270275
144	0.3598311264
145	0.3592513662
146	0.3589660438
147	0.3583685247
148	0.3577110029
149	0.3572033697
150	0.3565656128
151	0.3562689625
152	0.3558862316
153	0.35564569
154	0.3552116884
155	0.3544829541
156	0.3541233511
157	0.3537305608
158	0.3532735494
159	0.3526821662
160	0.352450563
161	0.3519914866
162	0.3517946637
163	0.3514460052
164	0.3511464933
165	0.3506285353
166	0.3503347169
167	0.3500738204
168	0.3497590277
169	0.3493488915
170	0.3490312963
171	0.3487650308
172	0.3484061063
173	0.3481843855
174	0.3479740812
175	0.3477332446
176	0.3474350307
177	0.3471443984
178	0.3468070678
179	0.3464397949
180	0.3460832304
181	0.3456586983
182	0.3453869753
183	0.344898281
184	0.3447112226
185	0.3443998813
186	0.3442207288
187	0.3437784968
188	0.3432874426
189	0.3430723593
190	0.3427449407
191	0.3425662307
192	0.3423583453
193	0.3421201932
194	0.3419008619
195	0.3417291434
196	0.3413929043
197	0.3410158374
198	0.3405640179
199	0.3402289588
200	0.3398605944
201	0.3394670961
202	0.3391120066
203	0.3388669515
204	0.3386403338
205	0.3383630058
206	0.3381216677
207	0.3379359367
208	0.3377355444
209	0.337615775
210	0.3373778589
211	0.3368386314
212	0.3366175302
213	0.3363105254
214	0.3359116876
215	0.335766814
216	0.3353128115
217	0.3350396431
218	0.334869193
219	0.3346693611
220	0.3343227381
221	0.3341374791
222	0.3339102124
223	0.3337521818
224	0.3335381015
225	0.3332917484
226	0.3329923251
227	0.3326968253
228	0.3324890874
229	0.3323459837
230	0.3321647662
231	0.3318913618
232	0.3316548321
233	0.3314238484
234	0.3311957557
235	0.3309540931
236	0.3306484453
237	0.3303111442
238	0.3301256492
239	0.3298061365
240	0.329552733
241	0.3294447046
242	0.3292660536
243	0.3290500853
244	0.3289064506
245	0.3287686274
246	0.3285740465
247	0.3283374578
248	0.3281262095
249	0.3278943998
250	0.3277012349
251	0.3274610177
252	0.3270860454
253	0.326792286
254	0.3265790022
255	0.3263204067
256	0.3260962079
257	0.3259278229
258	0.3258087615
259	0.3256793458
260	0.3254505451
261	0.3251994425
262	0.3248907562
263	0.3246794194
264	0.3243840376
265	0.3242433234
266	0.3240942902
267	0.3239648744
268	0.3237993804
269	0.3236230894
270	0.3234761802
271	0.3231369321
272	0.3228625836
273	0.3226881806
274	0.3224020912
275	0.3220703066
276	0.3218358124
277	0.3215858013
278	0.3213374422
279	0.3211344834
280	0.3209846832
281	0.3207411916
282	0.3204891745
283	0.320320996
284	0.3200604534
285	0.3197868425
286	0.3196115839
287	0.3194775957
288	0.3193539914
289	0.3190980508
290	0.3189264798
291	0.3187966215
292	0.3186077341
293	0.3184323871
294	0.3183398461
295	0.3182382487
296	0.3180961185
297	0.3179410379
298	0.3177162786
299	0.3176145632
300	0.3174115748
301	0.3172241624
302	0.3171312969
303	0.3168561225
304	0.3166441662
305	0.3164522992
306	0.3162694298
307	0.3161684223
308	0.3159549025
309	0.3157497607
310	0.3155072426
311	0.3153438135
312	0.3151391141
313	0.3149281313
314	0.3147942611
315	0.3145976447
316	0.3145102957
317	0.3142894009
318	0.314179219
319	0.3140174715
320	0.3138154566
321	0.3136946843
322	0.3134770935
323	0.3132879406
324	0.3129799918
325	0.3128446466
326	0.3126471157
327	0.312503363
328	0.3122587504
329	0.3120505995
330	0.3118422717
331	0.3116666297
332	0.3115146465
333	0.3113217766
334	0.3110454812
335	0.3109337948
336	0.310726942
337	0.3105670529
338	0.3104766949
339	0.310283943
340	0.3100425753
341	0.3098231851
342	0.3097287856
343	0.3096137953
344	0.3095088348
345	0.3092753732
346	0.309040525
347	0.3088309877
348	0.3086529562
349	0.3084485518
350	0.3083237085
351	0.3082293976
352	0.3080508941
353	0.3079297087
354	0.3078259283
355	0.3076850961
356	0.3075130236
357	0.3073210682
358	0.3071987619
359	0.3069719671
360	0.3067890387
361	0.3066164351
362	0.3063481931
363	0.3061725806
364	0.3059768197
365	0.3057999387
366	0.3056726765
367	0.3055138198
368	0.3053428093
369	0.3052477903
370	0.3051091706
371	0.3049940328
372	0.3048141133
373	0.3047201858
374	0.3045641317
375	0.3044782872
376	0.3043753328
377	0.3042198981
378	0.3040208333
379	0.3038858125
380	0.3037645092
381	0.3035637038
382	0.3033880913
383	0.3032882934
384	0.3031493787
385	0.302996776
386	0.3027531369
387	0.3026809213
388	0.3025016213
389	0.3023802
390	0.3022898125
391	0.3020983881
392	0.3019864362
393	0.3017305252
394	0.3016015519
395	0.3014506012
396	0.3013336049
397	0.3011197311
398	0.3009959498
399	0.3008227858
400	0.3006676756
401	0.3005201765
402	0.3003899052
403	0.3001036388
404	0.2998128
405	0.2996102541
406	0.2994247296
407	0.2992673775
408	0.2991063674
409	0.299007956
410	0.2988570348
411	0.2987258786
412	0.2985989408
413	0.298297541
414	0.2981458528
415	0.2979570539
416	0.2977481066
417	0.2976042949
418	0.2974175019
419	0.2972691768
420	0.2971204386
421	0.2969952413
422	0.296868805
423	0.2967493307
424	0.2965605613
425	0.2963827068
426	0.2962941483
427	0.2961693345
428	0.2960881214
429	0.2959380263
430	0.2957641543
431	0.2956464204
432	0.295537035
433	0.2954094778
434	0.2952567866
435	0.2950646837
436	0.2949730572
437	0.2948714598
438	0.2946855813
439	0.2944884339
440	0.2943435013
441	0.2942073595
442	0.2940395645
443	0.2939087327
444	0.2938143922
445	0.293681053
446	0.2935192759
447	0.2933749627
448	0.2932795012
449	0.2931336541
450	0.2930020258
451	0.292886475
452	0.2926420688
453	0.2924533584
454	0.2923022898
455	0.2921105408
456	0.2919944885
457	0.2918055716
458	0.2917429139
459	0.2915392176
460	0.2913854349
461	0.2912052499
462	0.2910038841
463	0.290925739
464	0.2907704814
465	0.2906128048
466	0.2905172253
467	0.2903917035
468	0.2901650858
469	0.2899980282
470	0.2898863124
471	0.2898009398
472	0.2896108429
473	0.289508803
474	0.2894295369
475	0.2892624794
476	0.2890838284
477	0.2889945619
478	0.2888187134
479	0.2886299734
480	0.2885538049
481	0.2884172796
482	0.2882750314
483	0.2881133133
484	0.2880372038
485	0.2878852796
486	0.2877194906
487	0.2875965353
488	0.2874920468
489	0.2873231898
490	0.2870784297
491	0.2869484829
492	0.2867328981
493	0.2866178193
494	0.2865122099
495	0.286403208
496	0.2862569478
497	0.2861417214
498	0.2859810654
499	0.2858416786
500	0.2857144459
501	0.285505115
502	0.2853859357
503	0.2852769043
504	0.2850680455
505	0.2849262398
506	0.2847249034
507	0.2846281145
508	0.2845313255
509	0.2843352106
510	0.2841952044
511	0.2840132494
512	0.2838751607
513	0.283732942
514	0.2835188912
515	0.2833367002
516	0.2832428908
517	0.2831655422
518	0.2830155061
519	0.2829103981
520	0.2828386841
521	0.282675314
522	0.2825429482
523	0.2824792876
524	0.2823404909
525	0.2822048801
526	0.2820890343
527	0.2819828644
528	0.2818307337
529	0.2816479528
530	0.2815443198
531	0.281421689
532	0.2813007102
533	0.2811129438
534	0.2810409937
535	0.2809145279
536	0.2808153199
537	0.2806549589
538	0.280545603
539	0.2804428255
540	0.2803548275
541	0.280191959
542	0.2801085334
543	0.2799438359
544	0.2798743047
545	0.2797684003
546	0.2797045037
547	0.2795844984
548	0.2794626051
549	0.2794004489
550	0.279291152
551	0.2791865456
552	0.2790306685
553	0.2788741424
554	0.2787063768
555	0.2786065199
556	0.2785466352
557	0.2783945636
558	0.2782973616
559	0.2781643764
560	0.2780382941
561	0.2779696185
562	0.2778228273
563	0.2777065095
564	0.2776238214
565	0.2775100406
566	0.2774560854
567	0.2772836293
568	0.2771909114
569	0.2771130613
570	0.2770390757
571	0.2769230234
572	0.2768563537
573	0.2767500953
574	0.2765884953
575	0.2764916178
576	0.2763945338
577	0.2761929025
578	0.2760651977
579	0.2759220055
580	0.2758016462
581	0.2757086037
582	0.2755161763
583	0.2754256708
584	0.2753581162
585	0.2752679942
586	0.2751600543
587	0.2750578669
588	0.2749501925
589	0.2748484181
590	0.274776999
591	0.2746930719
592	0.2745717686
593	0.2744538283
594	0.2743502249
595	0.2742612534
596	0.2741795093
597	0.274064637
598	0.2739087893
599	0.2738043009
600	0.2736979835
601	0.2735791287
602	0.2734516009
603	0.2733019483
604	0.2731234448
605	0.2729920525
606	0.2728118085
607	0.2726832777
608	0.2725869018
609	0.2724899653
610	0.2724134428
611	0.2723279522
612	0.2721591247
613	0.272024812
614	0.2718554534
615	0.2716755929
616	0.271565529
617	0.2714505092
618	0.2713309169
619	0.2712427124
620	0.271125716
621	0.2710204606
622	0.2708965023
623	0.270776497
624	0.2707051664
625	0.2705786711
626	0.2704634742
627	0.2703500769
628	0.2702069142
629	0.2701589475
630	0.2700620405
631	0.2699553396
632	0.2698122949
633	0.2697335304
634	0.2696132595
635	0.2695163526
636	0.2694167906
637	0.2692926848
638	0.2691281938
639	0.2690699611
640	0.2689651777
641	0.2688669727
642	0.2687529264
643	0.2686874368
644	0.2685982588
645	0.2684365702
646	0.2683447077
647	0.2682523142
648	0.2681501268
649	0.2680690612
650	0.2678805278
651	0.2677972498
652	0.2677178362
653	0.267583966
654	0.2674997734
655	0.2673609177
656	0.2671885502
657	0.26704583
658	0.2669403976
659	0.2668713975
660	0.2667918659
661	0.2667261698
662	0.2665738327
663	0.2664770142
664	0.2663943557
665	0.2662655594
666	0.266158947
667	0.2660387942
668	0.2659198803
669	0.2658353338
670	0.265718898
671	0.2656287465
672	0.2655518699
673	0.26545219
674	0.2653510055
675	0.2652110878
676	0.2650722321
677	0.2649938511
678	0.2648808372
679	0.2647836942
680	0.2647037792
681	0.2645492001
682	0.2643930279
683	0.2642959145
684	0.2641970015
685	0.2640700048
686	0.2638975487
687	0.2637936503
688	0.263679486
689	0.2635980369
690	0.2634321594
691	0.263323482
692	0.2632397909
693	0.2631521469
694	0.2630342951
695	0.2628682995
696	0.2627759945
697	0.262701124
698	0.2626494698
699	0.2625551293
700	0.2624485169
701	0.2623049117
702	0.2621187677
703	0.261898935
704	0.2617783397
705	0.2616421979
706	0.261452573
707	0.2612997049
708	0.2612323567
709	0.2610919375
710	0.2610400178
711	0.2609545273
712	0.260825731
713	0.2607154017
714	0.2606305601
715	0.2605698495
716	0.2604458322
717	0.2603382463
718	0.2602260289
719	0.2601467629
720	0.2600511244
721	0.2599489665
722	0.2597908769
723	0.2596672431
724	0.2595328123
725	0.2594719837
726	0.2593805342
727	0.2592822997
728	0.2591653919
729	0.2590730869
730	0.2590025233
731	0.2587978535
732	0.2586774941
733	0.2585914726
734	0.2585032386
735	0.2584210816
736	0.2583137612
737	0.2582066178
738	0.2581036339
739	0.2580059009
740	0.2578897306
741	0.2577959801
742	0.2577140001
743	0.2576284505
744	0.2575168232
745	0.2574150192
746	0.2573011794
747	0.2572069864
748	0.2571324698
749	0.2570393684
750	0.2569075041
751	0.2568525754
752	0.2567189707
753	0.2566173437
754	0.2565218233
755	0.2564323798
756	0.2563657396
757	0.2562336689
758	0.2561486504
759	0.2560027442
760	0.2558953648
761	0.2558321762
762	0.2557119938
763	0.2555758816
764	0.2554800661
765	0.2553837197
766	0.2552979342
767	0.2552216771
768	0.2551387826
769	0.2550522005
770	0.254968303
771	0.2549300122
772	0.2548571771
773	0.2547392368
774	0.2546608263
775	0.2546065466
776	0.254522472
777	0.2543877758
778	0.2543179202
779	0.2542522831
780	0.254169005
781	0.254091627
782	0.2540014165
783	0.2538887271
784	0.2538167475
785	0.2537007542
786	0.2535785953
787	0.2534822784
788	0.2533341007
789	0.253200555
790	0.2531504348
791	0.2531011405
792	0.2529313985
793	0.2528692718
794	0.2527543995
795	0.2526474626
796	0.2525834185
797	0.2524663631
798	0.2523319029
799	0.2522775052
800	0.2521993306
801	0.2521168491
802	0.2519898818
803	0.2518512916
804	0.2517901089
805	0.2517118164
806	0.2516096584
807	0.2515039015
808	0.2514285885
809	0.2513302065
810	0.2512518549
811	0.2511840938
812	0.2510982198
813	0.2510280102
814	0.2509601016
815	0.2508970899
816	0.250708822
817	0.2506514153
818	0.2505564849
819	0.2504258006
820	0.2503444991
821	0.2502709265
822	0.2501490332
823	0.25008788
824	0.2500220364
825	0.2499543343
826	0.2498638583
827	0.2497735298
828	0.2496913727
829	0.2496130212
830	0.2495445816
831	0.2494409191
832	0.2493324188
833	0.2491827956
834	0.2490600173
835	0.2489820787
836	0.248837264
837	0.2487413011
838	0.248674425
839	0.2485970174
840	0.2485194033
841	0.2484404618
842	0.2483452363
843	0.2482960896
844	0.2482188
845	0.2481559949
846	0.2480568459
847	0.247965072
848	0.2478624715
849	0.2477711696
850	0.2476314583
851	0.2475636087
852	0.2474891216
853	0.2473920082
854	0.2473287163
855	0.247205643
856	0.2471048716
857	0.2470189533
858	0.2469295098
859	0.2468194754
860	0.2467329524
861	0.2466679348
862	0.2466129323
863	0.2465265863
864	0.2464841361
865	0.2464102095
866	0.2463323742
867	0.246267445
868	0.2462076784
869	0.2461496964
870	0.2460913605
871	0.246043261
872	0.2460235699
873	0.2459161905
874	0.2457934122
875	0.2456593944
876	0.2455466608
877	0.2454567306
878	0.2453898692
879	0.2452963695
880	0.2452246849
881	0.2451529413
882	0.2450447654
883	0.2449863705
884	0.2448591525
885	0.2447399879
886	0.2446280655
887	0.2444801386
888	0.2444158584
889	0.2443087298
890	0.2442488009
891	0.2441668799
892	0.2441203439
893	0.2440624504
894	0.2439505281
895	0.2438473819
896	0.2437699301
897	0.2436798966
898	0.2436013385
899	0.2435124703
900	0.2434398564
901	0.2433820368
902	0.2433025937
903	0.2432137402
904	0.2431152698
905	0.2430445882
906	0.2429674756
907	0.2428839173
908	0.2427983973
909	0.2427192345
910	0.2426791147
911	0.2426078284
912	0.2425336363
913	0.2424568482
914	0.2423566373
915	0.2422787135
916	0.2421870428
917	0.2420990447
918	0.2420478773
919	0.242006253
920	0.2419502033
921	0.2418951566
922	0.2418107576
923	0.2416697189
924	0.2416128137
925	0.2415005964
926	0.2413607819
927	0.2412787576
928	0.241212147
929	0.2411105496
930	0.2410536591
931	0.2409800423
932	0.2408074683
933	0.240771095
934	0.2406983484
935	0.2406504112
936	0.2405565427
937	0.2404464641
938	0.2403582448
939	0.2402578274
940	0.2401751688
941	0.2400732469
942	0.2399989368
943	0.2399472826
944	0.2398024384
945	0.239704971
946	0.2396099963
947	0.2395261725
948	0.2394586621
949	0.2394034827
950	0.2393204111
951	0.2392333866
952	0.2391073338
953	0.2390482309
954	0.2389870925
955	0.2389355858
956	0.2388315694
957	0.2387774225
958	0.2387305767
959	0.2386453517
960	0.2385982405
961	0.2385359663
962	0.2384262417
963	0.238368009
964	0.2382515142
965	0.2381815406
966	0.2381160657
967	0.2379883461
968	0.2379034309
969	0.2377688969
970	0.2377100152
971	0.2376299674
972	0.2375443442
973	0.2374588684
974	0.237396137
975	0.237300882
976	0.23720781
977	0.237123116
978	0.2370555467
979	0.2369835228
980	0.2368859079
981	0.2368145478
982	0.2367302225
983	0.2366603226
984	0.2366387288
985	0.2365730031
986	0.2364591338
987	0.2363819769
988	0.2362657919
989	0.2361587665
990	0.2360937193
991	0.2360173885
992	0.2359795402
993	0.2359096699
994	0.2358589891
995	0.2357986767
996	0.2357529667
997	0.2356978315
998	0.2356168103
999	0.2355377065
